BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1,5700,80437,109647,HomeImp,ProfExe,9.5,0,0,104.4,0,14,
1,31000,67794,103535,DebtCon,Mgr,7,0,1,116.8989899,1,31,44.06542878
0,22900,191970,232998,DebtCon,ProfExe,3,0,0,301.1384524,0,27,36.78846956
0,13800,21711,32357,DebtCon,Office,7,0,0,105.6662342,0,17,20.3331556
0,20600,91183,138268,DebtCon,Other,12,0,0,113.1666358,3,15,41.20785574
0,24000,111488,163796,DebtCon,Mgr,15,0,0,185.8020505,0,25,32.22967397
1,8900,64343,84013,DebtCon,Other,4,0,0,39.22171925,0,12,35.78843746
1,16500,67000,109500,DebtCon,Mgr,2,4,0,217.1,2,24,
1,10000,52410,54500,,Mgr,1,9,4,132.9,4,29,
0,10900,57494,66704,DebtCon,Mgr,6,,,115.3127491,,24,39.51098574
1,18400,72718,98065,DebtCon,Other,8,0,0,119.0578171,0,19,35.36412843
1,10700,55043,68609,DebtCon,Other,2,0,0,46.27217596,1,17,25.44884453
1,12800,40932,72172,DebtCon,Other,20,0,0,162.0440104,0,16,37.51836575
0,24400,95843,123377,DebtCon,Self,2,0,0,201.9767562,1,26,32.90346813
0,10700,85198,107044,HomeImp,ProfExe,0,0,0,66.75832547,0,19,36.84646682
1,6800,31000,42000,DebtCon,Mgr,3.5,1,0,106.2666667,2,26,
1,2300,28192,40150,HomeImp,Other,4.5,0,0,54.6,1,16,
0,21900,10421,24808,DebtCon,Other,,0,0,61.28669845,2,19,40.01662162
0,17700,64964,88856,DebtCon,Office,5,0,0,114.6676183,0,19,21.93300632
0,10000,48041,76050,HomeImp,Other,3,0,2,185.7,0,13,
0,19300,83141,112096,DebtCon,Mgr,15,0,0,255.788289,5,31,35.514488
0,13400,51225,69361,DebtCon,Other,0,0,0,261.1896369,0,21,28.95306771
0,20600,,28635,DebtCon,ProfExe,5,0,0,102.9868632,0,18,19.44718515
1,5000,,74500,HomeImp,Other,19,,,,,,
0,20400,29985,54038,DebtCon,ProfExe,15,0,0,177.5936728,1,20,35.55430368
0,10600,64546,84576,DebtCon,Other,0,,,173.6252843,,35,28.97180377
0,14300,31607,70118,DebtCon,ProfExe,6,0,0,255.7195673,0,15,23.0629138
1,25000,86000,120000,DebtCon,Mgr,6,2,1,105.5333333,8,16,
1,15800,74815,89721,DebtCon,Mgr,16,0,0,,0,0,37.98450463
1,8400,37256,45956,DebtCon,Other,1,0,0,214.44323,1,6,31.24524851
0,17500,87294,114031,DebtCon,Other,15,0,0,147.0985835,2,8,34.46794
0,16700,31135,60478,DebtCon,Other,14,0,0,105.1332711,0,18,39.1229968
1,15000,,50000,HomeImp,Other,0,3,4,206.9666667,1,45,
0,25200,,68083,DebtCon,Other,26,0,0,128.4230865,0,8,21.05500114
0,10500,27180,86978,HomeImp,ProfExe,22,0,0,230.7211544,0,10,25.75301023
0,3900,52825,63000,DebtCon,ProfExe,8,0,4,171.6666667,1,31,
1,40000,331000,415000,DebtCon,ProfExe,22,0,0,242.4666667,8,34,
0,14000,27872,48125,HomeImp,Other,10,0,0,115.6,1,10,
0,10600,120137,137090,DebtCon,ProfExe,17,,1,173.6904615,0,33,30.95890574
1,3400,37000,52000,HomeImp,Office,2,0,1,183.2999156,0,6,
0,30300,137927,182588,DebtCon,ProfExe,1,1,0,248.980672,1,18,40.36185207
1,16000,69322,106189,HomeImp,ProfExe,2,1,1,238.4,0,31,
0,20800,107787,182140,DebtCon,Office,7,0,0,214.3305682,3,23,41.92846949
1,8800,108608,,DebtCon,Mgr,0,0,6,253.4717586,4,23,
1,8000,4500,,DebtCon,Other,1,3,2,102.4333333,6,15,
0,22300,65022,104766,DebtCon,Office,8,,0,117.1618153,2,18,38.34866301
0,16300,56075,88870,,ProfExe,11,0,0,,1,16,24.68929369
0,42100,21137,65676,DebtCon,Other,21,0,0,194.3463245,1,31,43.20591058
1,4000,55000,59000,DebtCon,Other,12,2,0,146.1,0,22,
0,18900,87657,117577,DebtCon,ProfExe,9,0,0,142.466495,2,19,39.96618165
0,15100,,98114,,Other,,0,0,198.0753807,1,10,31.54584266
0,12000,29600,61250,DebtCon,ProfExe,7.5,0,0,264.8,1,16,
0,27600,121592,153432,DebtCon,Mgr,2,0,0,297.0016085,0,24,40.01531648
0,35800,207312,271738,DebtCon,ProfExe,4,0,0,228.8020074,0,32,32.68199935
0,8200,,33540,HomeImp,Office,21,0,0,178.6879275,0,15,36.60169886
1,6000,33600,,HomeImp,Other,2,0,0,140.9333333,1,20,
0,18300,93728,153093,HomeImp,ProfExe,5,0,0,109.3371059,0,16,36.21398749
1,28100,72100,112000,DebtCon,ProfExe,20,4,1,120.7333333,1,58,
1,2900,78600,113000,DebtCon,ProfExe,6,1,0,165.3333333,2,26,
1,16500,48833,68872,DebtCon,Other,1,0,0,60.39065229,0,12,22.45962439
1,50100,256431,,,Other,0,0,4,142.343205,2,25,3.342569837
0,23100,133867,174105,,Mgr,26,,3,332.4098399,0,28,30.76863769
0,24500,80072,107559,DebtCon,Other,18,0,0,194.8774602,0,12,39.21016963
1,24000,18655,48800,HomeImp,Other,3,0,0,65.96666667,3,12,
0,9700,77394,86917,DebtCon,Office,16,0,1,81.46140046,0,9,27.70585654
0,9600,62405,69459,DebtCon,Other,0,0,2,86.43183174,2,18,36.26033127
1,12000,74265,91000,HomeImp,Other,7,1,0,137,0,3,
1,14500,38986,49970,HomeImp,Other,1,8,1,220.917262,0,17,47.91452111
1,25000,59841,108620,,Self,20,0,0,101.4666667,0,4,
1,16900,73128,101683,DebtCon,Sales,26,0,0,254.1917975,0,45,38.51230869
0,14900,85486,97795,HomeImp,Office,,0,0,173.010785,1,26,41.58352917
1,16300,79087,102921,DebtCon,Sales,23,0,0,256.2530843,0,45,36.98708569
0,18600,57300,8000,DebtCon,Other,6,,,68,1,17,
0,28600,105907,156126,DebtCon,ProfExe,10,0,0,165.090735,1,17,33.23130088
0,23300,27793,50177,DebtCon,Other,16,0,0,136.401603,1,24,28.0529211
1,9200,64900,78000,DebtCon,Mgr,10,0,0,122.7666667,2,24,
1,5500,40584,46645,HomeImp,Other,4,0,1,136.3206375,0,13,34.49470897
1,22500,60700,91000,DebtCon,Self,13,0,0,145.0666667,6,29,
1,38000,290000,364000,DebtCon,ProfExe,0.3,0,0,126.8333333,6,32,
1,13200,65997,88000,DebtCon,Other,2,0,0,113.2333333,2,25,
0,22200,138584,180415,DebtCon,ProfExe,5,,,195.6328077,4,43,41.20539901
0,23600,30758,57280,DebtCon,Other,13,0,0,104.3956905,2,24,31.12039863
0,21000,53572,80048,DebtCon,Mgr,9,2,0,69.90656984,2,27,34.9310865
0,66500,64423,143341,HomeImp,Office,9,0,0,113.9844467,0,11,39.82143976
1,20600,48500,72000,DebtCon,Other,17,0,0,,0,0,
1,12300,77000,94000,DebtCon,Mgr,41,,4,212.8666667,4,17,
0,15900,49516,105352,HomeImp,Other,0,0,2,54.43732562,0,9,40.27060762
1,23900,,105700,DebtCon,Other,0.8,,,,,,
1,24700,79347,108238,DebtCon,Other,0,1,0,45.62588779,6,49,46.99603429
0,10000,124000,192000,HomeImp,Office,0,0,1,346.9666667,0,16,
1,22600,78975,103374,DebtCon,Mgr,11,0,0,259.319755,1,14,27.74405551
0,12600,125688,198602,HomeImp,Office,0,0,1,344.7479335,0,16,39.48382007
0,31900,34498,82962,DebtCon,Other,,,,285.2974893,0,16,41.15524125
0,20000,28440,91704,DebtCon,ProfExe,10,0,0,143.6374388,0,20,30.20689334
1,10000,28000,73250,HomeImp,Other,2,0,0,28.96666667,4,12,
0,21400,92241,133791,DebtCon,Other,11,0,0,81.44638031,3,15,41.39546183
1,20900,61402,88659,DebtCon,ProfExe,9,3,0,164.2489323,1,63,40.92143334
0,23100,61524,96308,DebtCon,Office,1,0,0,160.3831682,1,21,35.1122412
1,25000,11300,154340,DebtCon,Other,19,1,5,119.6666667,1,21,
0,32300,14163,60626,DebtCon,Other,0,0,0,109.031088,1,6,36.50108651
0,31700,72809,109678,HomeImp,Other,5,,,117.4739215,10,21,41.51283589
1,50000,69400,163000,HomeImp,Other,1.3,0,1,103.1333333,,13,
0,22500,48405,86989,DebtCon,Other,14,0,0,94.9280885,1,9,4.029951372
0,8100,54841,71400,DebtCon,Office,6,0,0,89.23333333,2,15,
0,23500,62441,97293,DebtCon,Office,1,0,0,152.8327542,0,21,34.53125999
1,7300,28500,42050,HomeImp,Other,3,,,,,,
1,15800,42504,64847,HomeImp,Other,,0,0,120.738013,2,18,36.83445756
0,20800,77885,98188,DebtCon,Mgr,4,0,0,50.29354716,7,23,38.12040471
1,20000,68958,99875,DebtCon,ProfExe,11,1,1,117.6666667,0,23,
0,6100,91704,114799,HomeImp,Office,22,0,0,129.2500896,1,12,36.74676624
0,14700,35832,66260,DebtCon,ProfExe,7,0,0,277.7940868,0,16,23.70535928
0,6000,14000,61493,HomeImp,Office,23,0,0,321.6333333,1,13,
1,20000,142500,190000,DebtCon,Mgr,0.2,2,4,313.5333333,3,18,
0,17200,59698,89715,,ProfExe,9,0,0,,1,16,23.34562321
1,12100,186062,227171,HomeImp,ProfExe,0,0,0,67.78084803,,4,26.990533
1,5500,21359,30000,DebtCon,Other,7,3,2,130.8,3,14,
0,23400,97865,120172,DebtCon,Self,2,0,0,200.5757523,1,26,36.39872872
0,21400,143151,185014,HomeImp,Mgr,7,0,0,314.9842869,0,17,43.10300163
0,27600,54584,86568,DebtCon,Other,22,0,0,214.8157373,1,27,35.2239708
0,10900,,76207,,,,,,,,,22.3926116
0,21300,68544,89908,DebtCon,Other,3,0,0,101.7740201,2,30,32.82545058
0,10600,136820,201820,DebtCon,ProfExe,2,0,0,68.35305606,1,22,38.0722099
1,8200,47700,60000,DebtCon,Other,0.1,0,0,,0,0,
1,18700,66003,82410,DebtCon,Mgr,0,1,0,85.77380757,1,23,51.5173853
0,19100,22094,61820,HomeImp,ProfExe,5,0,0,201.1354777,0,13,28.8888762
0,6100,77265,97944,DebtCon,ProfExe,0,,,,,,28.87646306
0,11400,,27439,HomeImp,,27,0,0,208.1771125,0,5,23.83011058
1,18000,99401,140000,DebtCon,Other,8.9,2,0,150.1,3,20,
0,11800,118053,125325,DebtCon,Self,5,0,0,181.1720651,0,18,33.20039733
1,17000,43000,63500,DebtCon,Other,8,0,0,46.66666667,3,11,
1,12800,111000,124500,DebtCon,Sales,7,1,0,203.9,2,40,
1,3200,54000,64850,HomeImp,Other,1,0,0,121.8666667,3,21,
1,38700,,60000,DebtCon,Other,0,0,0,235.3666667,1,15,
0,21300,133942,282972,HomeImp,Mgr,3,0,0,197.1481905,0,15,30.54540067
1,8800,32169,37533,DebtCon,Other,3,0,0,74.44929477,3,19,25.34174093
1,11000,54100,70438,DebtCon,Self,2,3,1,115.6,1,25,
0,6300,49498,64296,DebtCon,Mgr,6,,4,111.2065132,1,10,38.57713194
1,8400,44800,56000,DebtCon,Other,0,1,5,314.5,4,42,
1,10800,57892,78900,DebtCon,ProfExe,15,0,3,329.1666667,1,14,
1,10000,,79500,DebtCon,ProfExe,19,0,0,285.1,2,7,
0,23400,64332,95770,HomeImp,Office,13,0,0,128.2392225,0,13,35.15764561
1,14800,,,HomeImp,ProfExe,0,,,,,,
1,56800,95321,169000,DebtCon,Other,3,0,0,239.4333333,4,38,
0,7600,133475,203936,DebtCon,ProfExe,1,0,0,87.45287008,2,23,37.00596784
1,39500,,50000,DebtCon,Other,7,0,0,51.76666667,0,14,
1,25000,101250,135000,DebtCon,Self,3,0,0,301.3,4,46,
0,24600,221331,289991,HomeImp,ProfExe,5,,4,474.0270741,,55,31.46338455
1,17000,52663,82000,,,,,,,,,
1,12300,48238,66603,HomeImp,Office,6,0,1,80.38898294,1,11,40.01910455
0,15200,142766,177998,DebtCon,Mgr,12,0,0,260.3834391,0,21,27.53327222
0,9300,63566,70551,DebtCon,ProfExe,14,0,0,138.3373521,0,19,42.48370297
1,7300,60890,75785,DebtCon,Other,6,0,1,45.96666667,0,13,
1,24800,132000,165000,DebtCon,Mgr,19,0,0,187.6666667,4,35,
0,12300,112373,136202,DebtCon,ProfExe,16,,1,179.8829733,0,32,30.48826811
0,14600,15411,50493,HomeImp,Office,24,0,0,259.7468906,0,19,30.56871339
0,50000,43689,104139,HomeImp,Self,9,0,0,219.4172391,2,35,38.55938906
0,22100,95351,117905,DebtCon,Other,25,0,0,233.7484518,1,27,41.52372299
1,7300,58671,87975,HomeImp,Mgr,3,0,0,74.06666667,1,16,
1,50000,160000,235000,DebtCon,ProfExe,0.3,0,0,184.7,0,41,
0,18200,16386,170310,HomeImp,Mgr,23,0,0,73.0072773,2,20,29.80460145
0,9500,131394,162449,HomeImp,ProfExe,10,0,0,222.0095049,0,18,19.55124299
0,28900,134509,211558,DebtCon,ProfExe,10,0,0,247.8444526,2,27,20.61070665
1,12800,51800,68000,HomeImp,ProfExe,6,,,,,,
0,8900,63342,78275,DebtCon,,19,0,0,162.1964843,1,11,32.61266276
1,15300,96700,,HomeImp,Other,5,0,1,225.1666667,0,24,
0,8200,13392,34254,DebtCon,Other,3,0,0,267.9186416,0,11,21.92999049
1,17000,62755,81180,DebtCon,ProfExe,19,2,0,134.9333333,2,28,
1,13500,65000,,DebtCon,ProfExe,14,0,2,105.5,4,34,
0,15300,22079,168281,HomeImp,Self,8,0,0,301.4910256,0,27,27.7711227
0,15900,58518,82095,HomeImp,ProfExe,10,0,2,177.24778,0,14,28.81879312
1,19400,178000,219300,HomeImp,ProfExe,12,0,0,214.3666667,0,26,
0,11500,53151,71645,HomeImp,Other,7,0,0,135.800476,0,16,35.85161441
0,29900,73506,115000,DebtCon,Mgr,11,0,0,77.13333333,1,35,
0,35000,31000,50000,DebtCon,Other,,0,0,,7,0,
0,32300,23448,45557,DebtCon,Other,0,0,0,69.19973077,0,7,15.77819668
1,12700,30428,47387,DebtCon,ProfExe,2,0,0,164.4900213,0,36,38.8741586
0,24200,91491,141827,DebtCon,ProfExe,21,1,0,163.1743772,0,25,42.06098177
0,5800,,41119,HomeImp,Other,2,0,0,261.4052186,0,26,42.19194156
1,22300,,135000,DebtCon,Office,9,,,,,,
0,8200,10909,37286,DebtCon,Other,3,0,0,268.2546017,0,12,22.23295281
1,20000,11000,75000,DebtCon,Other,7,1,3,267.8333333,1,23,
1,14500,149000,,DebtCon,ProfExe,25,0,2,384.5,0,71,
1,13300,67483,85454,DebtCon,ProfExe,16,0,2,335.9893152,1,14,30.37586285
0,10700,124330,176350,DebtCon,Other,8,0,0,222.6343393,1,19,33.96477734
1,10000,84000,132965,DebtCon,Sales,30,0,0,325.6333333,1,24,
0,20000,125000,162975,DebtCon,ProfExe,7,0,0,178.5333333,0,38,
0,30400,55429,103948,DebtCon,Office,3,0,0,182.4841642,1,25,35.15098079
0,24700,149235,178454,DebtCon,ProfExe,5,0,0,324.1377835,0,34,38.70999145
0,18500,10934,66367,DebtCon,Sales,1,0,0,326.5673282,0,5,38.15167101
1,8900,33208,75000,DebtCon,Mgr,22,0,3,166.2,1,33,
1,10000,122800,151500,HomeImp,ProfExe,2,0,0,205.9666667,1,23,
0,9900,31244,44138,HomeImp,Mgr,14,0,0,60.6344698,1,9,31.68813428
0,31800,126316,180750,DebtCon,Mgr,14,0,0,167.8572559,2,28,42.63343718
1,9300,24000,37125,DebtCon,Office,3.5,1,1,148.0333333,2,19,
1,18000,114000,147140,DebtCon,Other,5,0,0,122.7333333,2,13,
1,50500,70318,172288,HomeImp,Other,0,0,1,106.2010986,,13,25.84526388
0,10000,10000,68250,DebtCon,ProfExe,20,0,2,398.8,1,12,
0,89000,54576,92937,DebtCon,Other,16,0,0,208.6920698,0,15,35.85997068
1,5000,40000,32480,HomeImp,Other,8,3,2,163.3666667,1,16,
0,21000,87000,140000,DebtCon,ProfExe,22,1,0,163.3666667,1,25,
1,30800,147577,187129,DebtCon,Office,11,0,0,,0,0,42.36225264
0,15200,71233,84439,DebtCon,Other,1,0,0,242.9833214,2,26,32.21005036
1,8000,36000,115800,DebtCon,Other,,0,0,168.2333333,3,30,
1,9500,,40000,HomeImp,Other,10,0,0,36.5,1,1,
0,28800,,121560,DebtCon,Mgr,8,1,0,175.2063398,0,26,31.61203845
0,8800,56963,70607,HomeImp,Other,4,0,0,99.76441458,3,19,40.34526073
0,10300,57902,74355,HomeImp,Other,4,0,0,243.6309162,1,16,36.57444189
0,28500,29338,62220,,Office,2,0,0,113.2059238,1,6,36.87709851
0,26900,69446,104590,DebtCon,ProfExe,11,0,0,287.2759924,1,32,41.49906043
0,7700,53377,86018,HomeImp,Other,16,0,0,187.1940112,0,28,24.21765848
0,13300,76663,96022,DebtCon,ProfExe,10,2,0,180.0294503,1,30,27.04500676
1,27900,62264,39604,DebtCon,Sales,10,3,1,118.7782646,7,23,48.07753147
1,77200,83962,215000,HomeImp,Self,8,1,2,71.53313192,3,14,
1,2000,,62250,HomeImp,Sales,16,0,0,115.8,0,13,
1,41300,42000,98000,DebtCon,ProfExe,12,0,0,222.2,0,23,
0,3800,11543,46045,HomeImp,Self,,0,0,204.6479917,0,11,42.17316588
1,6200,42100,57385,DebtCon,Other,8.5,0,1,164.8,1,28,
0,3900,102143,118742,HomeImp,Office,2,0,0,85.27736558,0,13,29.34392109
0,26000,47067,63292,DebtCon,Office,17,0,0,174.6210154,2,21,33.67314644
0,22400,98238,135561,DebtCon,ProfExe,,0,0,194.2820992,0,20,29.37360717
0,21700,128841,172954,DebtCon,ProfExe,4,0,0,165.3102818,0,37,20.3428108
0,12000,35028,55079,HomeImp,Other,23,0,1,108.6339686,0,23,40.79745755
0,22900,50876,74270,DebtCon,Other,5,0,0,72.00450998,1,19,34.9570299
0,24400,26366,54775,DebtCon,Other,13,0,0,101.6362349,2,24,29.09588127
0,12900,55673,64582,DebtCon,Other,4,0,0,163.4166317,0,14,26.98743734
1,25000,160000,220000,DebtCon,Other,7,0,6,228.0666667,2,35,
0,2300,102370,120953,HomeImp,Office,2,0,0,90.99253347,0,13,31.58850318
0,21700,93868,147228,DebtCon,ProfExe,22,0,0,153.6845963,0,25,39.53395424
0,40500,145127,205613,HomeImp,ProfExe,5,0,0,143.1288344,0,30,35.3375454
0,12000,38130,68707,DebtCon,Office,23,0,0,234.8879805,1,29,26.3012369
0,20900,127077,204192,HomeImp,ProfExe,13,0,0,181.6508803,0,22,34.58958143
1,28000,86600,127000,DebtCon,ProfExe,6.5,0,4,234.3666667,5,35,
0,13100,50552,59889,DebtCon,Other,4,0,0,178.6123626,0,13,38.76331381
0,20000,9722,173518,HomeImp,Mgr,21,0,0,89.21195484,2,20,31.12087741
0,6400,17491,63614,HomeImp,Office,23,0,0,325.2993087,0,12,40.24440437
0,22300,34326,103199,HomeImp,Other,6,0,0,141.6770299,0,14,30.47179852
1,13500,83673,109000,HomeImp,Mgr,2.3,0,1,238.4,3,57,
1,4000,41700,76725,HomeImp,Other,0.5,0,3,136.1333333,0,15,
1,15800,58100,83000,DebtCon,ProfExe,2,1,1,284.0666667,4,27,
1,17900,,31953,HomeImp,Other,10,0,1,74.42930759,1,2,29.97560335
1,7000,66000,86300,DebtCon,Other,3,1,1,242.4333333,0,8,
1,26500,14000,45000,DebtCon,Other,0,0,0,195.2333333,1,7,
0,25400,69035,108365,DebtCon,ProfExe,13,0,0,281.2219109,1,33,39.5433415
0,12900,89492,110007,HomeImp,ProfExe,10,0,2,169.1919843,0,28,32.82003727
1,25400,136322,,DebtCon,ProfExe,2,0,5,303.7379347,1,27,16.6446745
1,5100,15500,34000,DebtCon,Other,0,1,2,86.23333333,2,13,
1,15000,45000,85000,HomeImp,Mgr,11,0,0,110,0,31,
0,14800,41807,50931,DebtCon,ProfExe,4,0,0,269.7185483,1,35,38.50788773
0,9000,47350.86,105000,DebtCon,ProfExe,6,0,1,227.2666667,0,10,
1,15000,79000,108000,HomeImp,Other,0.4,0,0,385.5,3,31,
0,22400,91402,100845,DebtCon,ProfExe,2,1,0,132.2166218,0,20,35.68247123
1,10700,34000,49756,HomeImp,Other,0.9,1,0,230.3,8,8,
1,12900,94000,,DebtCon,Office,8,0,1,205.9333333,0,19,
0,14700,30210,42751,DebtCon,Mgr,17,0,0,86.64182333,0,17,23.39736224
1,14700,63000,89250,DebtCon,ProfExe,4,0,0,87.46666667,0,28,
0,16600,102543,119493,DebtCon,Office,3,0,0,276.6931852,0,33,29.28407186
0,17400,42876,66085,DebtCon,Mgr,26,0,0,281.5781525,1,16,38.02752168
1,5100,9900,30451,HomeImp,Other,11,0,0,21.2,0,2,
0,20900,111464,144487,DebtCon,Office,11,0,1,206.6773533,0,25,40.06547716
0,11300,66814,82021,DebtCon,Office,4,2,3,173.7118385,3,29,38.55692945
0,14300,19111,49794,HomeImp,Office,23,0,0,262.3067403,0,19,30.93367839
0,15500,127793,158580,DebtCon,Mgr,,0,0,229.3450754,0,19,39.50968107
1,23000,32000,55000,DebtCon,Other,0.4,0,0,211.0333333,0,23,
0,27400,41370,70528,DebtCon,Office,18,0,0,180.204345,1,21,33.4950887
0,13700,64486,84759,DebtCon,Office,4,2,3,182.1802565,3,29,37.07341346
0,16500,,42894,HomeImp,Other,1,0,0,331.4268695,0,8,26.89580446
1,18400,43188,68876,DebtCon,Other,,0,0,199.000576,6,25,41.00610329
0,18300,73510,95132,DebtCon,Mgr,0,0,0,86.68429575,0,17,25.24404629
0,13300,79512,92224,DebtCon,Other,9,0,0,159.2070876,4,22,38.94860467
0,6700,58741,68225,DebtCon,ProfExe,9,0,3,173.5744163,1,31,23.58701323
0,20100,,22971,DebtCon,ProfExe,5,0,0,102.7266545,1,18,18.50780264
0,37900,150044,202894,HomeImp,ProfExe,5,0,0,156.0339279,0,30,36.31140767
0,19900,96435,130019,DebtCon,Office,27,0,0,274.2825562,3,16,32.46920265
0,10000,34767,51000,HomeImp,Other,23,0,1,121.7333333,0,23,
0,7600,77518,83727,DebtCon,,4,,,,,,22.65514029
0,5100,66834,87361,HomeImp,Other,0,2,0,290.034108,0,6,38.76698507
1,7500,80440,72920,HomeImp,Mgr,8,0,1,201.5,0,24,
1,8900,72581,90585,DebtCon,Office,18,1,1,207.9666667,0,30,
1,16700,77083,103540,DebtCon,Other,17,0,0,170.8123729,,10,37.2264306
0,6400,53476,70157,DebtCon,ProfExe,7,0,3,164.3154099,1,30,21.13798157
0,26000,20119,54563,DebtCon,Other,24,0,0,126.9879594,0,11,25.62363851
1,10000,16288,48600,DebtCon,Other,24,0,0,268.8333333,1,16,
0,50700,,83365,HomeImp,Self,9,0,0,190.229251,0,21,25.65597685
0,10800,42191,57224,DebtCon,Other,15,0,0,68.81082617,0,11,30.51822975
1,14800,63800,96500,HomeImp,Mgr,9,0,4,185.4333333,2,14,
0,22700,93413,134653,DebtCon,ProfExe,,0,0,219.5706538,1,21,27.28456073
1,23000,47000,78000,DebtCon,Other,17.8,2,1,100.4666667,0,28,
0,12100,97185,113004,DebtCon,Other,13,0,0,202.6225313,2,15,37.71664611
0,17000,31772,60289,HomeImp,ProfExe,6,0,0,189.2369837,0,13,31.12574653
0,40900,149281,202877,HomeImp,ProfExe,4,0,0,156.783069,0,30,34.41651981
0,8400,62583,77481,DebtCon,Office,6,0,0,98.67270509,2,15,26.30838033
1,15000,37624,60562,DebtCon,Other,,0,1,186.8666667,7,26,
0,17200,7044,57831,DebtCon,Sales,0,0,0,330.9709043,0,6,37.94331514
0,28100,135991,183598,DebtCon,Mgr,0,,,131.5891244,,38,31.08561766
1,25000,68000,,DebtCon,Other,8,,1,134.7666667,3,33,
0,27600,57327,87683,DebtCon,Office,0,0,0,98.521771,0,23,34.76057541
1,10000,20500,54600,HomeImp,Self,15,0,0,160.3333333,2,11,
0,16700,62933,91790,DebtCon,Other,2,0,0,185.3724624,0,31,35.25727149
0,10200,78628,92090,DebtCon,Other,10,1,0,164.3178964,6,21,38.72132161
1,7000,18000,25000,DebtCon,Other,6.5,1,0,205.9666667,1,19,
0,25900,145700,211151,HomeImp,ProfExe,6,0,0,182.1713721,1,27,38.48048457
0,21700,47024,71628,DebtCon,ProfExe,10,0,0,177.6020656,1,41,37.12536175
0,26300,118304,177819,DebtCon,Sales,17,0,0,299.2172523,1,30,34.36826933
1,24900,62191,83694,HomeImp,Other,3,0,0,55.9375123,0,14,62.11072187
0,17200,51352,64386,DebtCon,Mgr,27,0,0,295.9554144,1,17,36.78730595
0,42200,21393,68111,DebtCon,Other,19,0,0,208.5229244,0,30,39.75171656
0,22500,73567,88157,DebtCon,Other,2,0,0,111.4005357,1,30,33.51922814
0,14300,93989,117410,DebtCon,Office,10,0,0,220.899221,0,12,39.87750077
1,20100,54098,88939,,,,,,,,,
0,28100,96160,128767,DebtCon,Office,10,0,1,154.672858,0,29,41.11794458
0,20500,64113,98322,HomeImp,ProfExe,16,0,0,634.4618926,1,23,19.57431626
1,10900,86754,110000,DebtCon,ProfExe,13,0,2,103.4333333,0,19,
1,19000,100670,122581,DebtCon,Mgr,10,0,,81.25254742,0,27,41.86363105
1,18400,116228,148722,DebtCon,Other,1,0,0,159.1692347,2,25,38.07976182
1,24000,88783,116967,DebtCon,Self,2,0,0,171.5062567,5,23,56.96183857
0,5000,80153,97275,DebtCon,Other,1,0,0,120.6750632,2,10,37.51270841
0,22300,93305,143672,DebtCon,ProfExe,21,0,0,176.4166175,0,25,40.47109214
1,16800,27623,88231,DebtCon,ProfExe,8,0,0,122.463272,0,12,55.96202222
1,9100,28550,40300,HomeImp,Other,5,0,0,109.5356355,7,33,23.08290534
1,5900,,28000,DebtCon,Self,1,2,1,36.76666667,1,8,
0,25900,56784,91401,DebtCon,Office,2,0,1,90.16369704,0,23,34.09893173
1,13500,28000,85999,DebtCon,Other,0,6,4,227.2666667,6,37,
0,11700,59506,85000,DebtCon,Other,3,0,0,37.56666667,2,4,
0,12600,25000,37882,HomeImp,Other,8.8,0,0,87.2,2,12,
1,72300,,85000,DebtCon,Other,1,0,0,117.1666667,9,23,
1,16100,49371,77400,DebtCon,Office,3,2,2,214.0603762,1,51,44.21676389
0,37900,201996,272874,DebtCon,ProfExe,3,0,0,249.8265925,0,32,31.42758245
0,14000,73062,88783,DebtCon,Other,6,0,0,211.1025521,2,18,42.25458004
1,23500,54816,87000,DebtCon,Other,3.5,0,1,223.2,0,17,
0,25200,55283,103324,DebtCon,ProfExe,0,0,0,181.4513682,0,26,32.92386047
0,26300,25685,51023,DebtCon,Other,35,0,0,261.470872,0,23,40.08504815
1,5500,,43132,HomeImp,Other,,,,,,,
0,17700,56375,90435,DebtCon,Office,0,0,0,70.22587032,0,23,36.02327677
0,10800,61791,78361,DebtCon,Office,5,0,0,94.51806778,2,15,28.08852465
0,13000,,72175,HomeImp,Other,,0,0,367.9400249,0,6,36.56113974
0,14500,78503,90558,DebtCon,Mgr,19,0,0,250.4522894,10,24,36.87623453
0,18000,84824,115146,DebtCon,Other,21,0,0,293.9804358,0,16,27.09752347
1,17400,54161,75500,DebtCon,Office,4,0,0,23.33333333,5,11,
1,50200,34668,,DebtCon,Mgr,7,1,0,117.6825478,1,5,36.72448606
0,16300,71510,89756,DebtCon,Other,2,0,0,193.1358902,0,30,31.41358583
0,18000,23252,50750,DebtCon,ProfExe,16,0,0,180.6,1,20,
0,13300,80059,121790,,,,,,,,,34.5618314
1,24200,39808,,DebtCon,Self,3,1,0,184.7251127,0,16,51.63038059
0,24800,64537,93212,DebtCon,ProfExe,7,1,1,120.3514204,4,25,34.68608867
1,12400,57105,74582,DebtCon,Other,12,0,0,134.0317679,0,20,36.92573641
0,23000,,56390,DebtCon,Other,,0,1,314.2737125,0,19,37.74372511
1,41700,,854114,HomeImp,Other,18,0,0,189.0993782,1,23,43.25877898
